y,u_i999,u_i998
0.07107107,0.00000000,0.00003528
0.07207207,0.00000000,0.00003576
0.07307307,0.00000000,0.00003625
0.07407407,0.00000000,0.00003674
0.07507508,0.00000000,0.00003723
0.07607608,0.00000000,0.00003771
0.07707708,0.00000000,0.00003820
0.07807808,0.00000000,0.00003869
0.07907908,0.00000000,0.00003917
0.08008008,0.00000000,0.00003966
0.08108108,0.00000000,0.00004014
0.08208208,0.00000000,0.00004063
0.08308308,0.00000000,0.00004111
0.08408408,0.00000000,0.00004160
0.08508509,0.00000000,0.00004208
0.08608609,0.00000000,0.00004256
0.08708709,0.00000000,0.00004305
0.08808809,0.00000000,0.00004353
0.08908909,0.00000000,0.00004401
0.09009009,0.00000000,0.00004449
0.09109109,0.00000000,0.00004497
0.09209209,0.00000000,0.00004545
0.09309309,0.00000000,0.00004593
0.09409409,0.00000000,0.00004641
0.09509510,0.00000000,0.00004689
0.09609610,0.00000000,0.00004737
0.09709710,0.00000000,0.00004785
0.09809810,0.00000000,0.00004832
0.09909910,0.00000000,0.00004880
0.10010010,0.00000000,0.00004928
0.10110110,0.00000000,0.00004975
0.10210210,0.00000000,0.00005023
0.10310310,0.00000000,0.00005071
0.10410410,0.00000000,0.00005118
0.10510511,0.00000000,0.00005165
0.10610611,0.00000000,0.00005213
0.10710711,0.00000000,0.00005260
0.10810811,0.00000000,0.00005307
0.10910911,0.00000000,0.00005355
0.11011011,0.00000000,0.00005402
0.11111111,0.00000000,0.00005449
0.11211211,0.00000000,0.00005496
0.11311311,0.00000000,0.00005543
0.11411411,0.00000000,0.00005590
0.11511512,0.00000000,0.00005637
0.11611612,0.00000000,0.00005684
0.11711712,0.00000000,0.00005730
0.11811812,0.00000000,0.00005777
0.11911912,0.00000000,0.00005824
0.12012012,0.00000000,0.00005870
0.12112112,0.00000000,0.00005917
0.12212212,0.00000000,0.00005963
0.12312312,0.00000000,0.00006010
0.12412412,0.00000000,0.00006056
0.12512513,0.00000000,0.00006102
0.12612613,0.00000000,0.00006149
0.12712713,0.00000000,0.00006195
0.12812813,0.00000000,0.00006241
0.12912913,0.00000000,0.00006287
0.13013013,0.00000000,0.00006333
0.13113113,0.00000000,0.00006379
0.13213213,0.00000000,0.00006425
0.13313313,0.00000000,0.00006471
0.13413413,0.00000000,0.00006516
0.13513514,0.00000000,0.00006562
0.13613614,0.00000000,0.00006608
0.13713714,0.00000000,0.00006653
0.13813814,0.00000000,0.00006699
0.13913914,0.00000000,0.00006744
0.14014014,0.00000000,0.00006790
0.14114114,0.00000000,0.00006835
0.14214214,0.00000000,0.00006880
0.14314314,0.00000000,0.00006925
0.14414414,0.00000000,0.00006970
0.14514515,0.00000000,0.00007015
0.14614615,0.00000000,0.00007060
0.14714715,0.00000000,0.00007105
0.14814815,0.00000000,0.00007150
0.14914915,0.00000000,0.00007195
0.15015015,0.00000000,0.00007239
0.15115115,0.00000000,0.00007284
0.15215215,0.00000000,0.00007329
0.15315315,0.00000000,0.00007373
0.15415415,0.00000000,0.00007417
0.15515516,0.00000000,0.00007462
0.15615616,0.00000000,0.00007506
0.15715716,0.00000000,0.00007550
0.15815816,0.00000000,0.00007594
0.15915916,0.00000000,0.00007638
0.16016016,0.00000000,0.00007682
0.16116116,0.00000000,0.00007726
0.16216216,0.00000000,0.00007770
0.16316316,0.00000000,0.00007813
0.16416416,0.00000000,0.00007857
0.16516517,0.00000000,0.00007901
0.16616617,0.00000000,0.00007944
0.16716717,0.00000000,0.00007987
0.16816817,0.00000000,0.00008031
0.16916917,0.00000000,0.00008074
0.17017017,0.00000000,0.00008117
0.17117117,0.00000000,0.00008160
0.17217217,0.00000000,0.00008203
0.17317317,0.00000000,0.00008246
0.17417417,0.00000000,0.00008289
0.17517518,0.00000000,0.00008332
0.17617618,0.00000000,0.00008374
0.17717718,0.00000000,0.00008417
0.17817818,0.00000000,0.00008459
0.17917918,0.00000000,0.00008502
0.18018018,0.00000000,0.00008544
0.18118118,0.00000000,0.00008586
0.18218218,0.00000000,0.00008628
0.18318318,0.00000000,0.00008671
0.18418418,0.00000000,0.00008713
0.18518519,0.00000000,0.00008754
0.18618619,0.00000000,0.00008796
0.18718719,0.00000000,0.00008838
0.18818819,0.00000000,0.00008880
0.18918919,0.00000000,0.00008921
0.19019019,0.00000000,0.00008963
0.19119119,0.00000000,0.00009004
0.19219219,0.00000000,0.00009045
0.19319319,0.00000000,0.00009087
0.19419419,0.00000000,0.00009128
0.19519520,0.00000000,0.00009169
0.19619620,0.00000000,0.00009210
0.19719720,0.00000000,0.00009250
0.19819820,0.00000000,0.00009291
0.19919920,0.00000000,0.00009332
0.20020020,0.00000000,0.00009372
0.20120120,0.00000000,0.00009413
0.20220220,0.00000000,0.00009453
0.20320320,0.00000000,0.00009493
0.20420420,0.00000000,0.00009534
0.20520521,0.00000000,0.00009574
0.20620621,0.00000000,0.00009614
0.20720721,0.00000000,0.00009654
0.20820821,0.00000000,0.00009693
0.20920921,0.00000000,0.00009733
0.21021021,0.00000000,0.00009773
0.21121121,0.00000000,0.00009812
0.21221221,0.00000000,0.00009852
0.21321321,0.00000000,0.00009891
0.21421421,0.00000000,0.00009930
0.21521522,0.00000000,0.00009969
0.21621622,0.00000000,0.00010008
0.21721722,0.00000000,0.00010047
0.21821822,0.00000000,0.00010086
0.21921922,0.00000000,0.00010125
0.22022022,0.00000000,0.00010164
0.22122122,0.00000000,0.00010202
0.22222222,0.00000000,0.00010241
0.22322322,0.00000000,0.00010279
0.22422422,0.00000000,0.00010317
0.22522523,0.00000000,0.00010355
0.22622623,0.00000000,0.00010393
0.22722723,0.00000000,0.00010431
0.22822823,0.00000000,0.00010469
0.22922923,0.00000000,0.00010507
0.23023023,0.00000000,0.00010544
0.23123123,0.00000000,0.00010582
0.23223223,0.00000000,0.00010619
0.23323323,0.00000000,0.00010656
0.23423423,0.00000000,0.00010694
0.23523524,0.00000000,0.00010731
0.23623624,0.00000000,0.00010768
0.23723724,0.00000000,0.00010805
0.23823824,0.00000000,0.00010841
0.23923924,0.00000000,0.00010878
0.24024024,0.00000000,0.00010915
0.24124124,0.00000000,0.00010951
0.24224224,0.00000000,0.00010987
0.24324324,0.00000000,0.00011024
0.24424424,0.00000000,0.00011060
0.24524525,0.00000000,0.00011096
0.24624625,0.00000000,0.00011132
0.24724725,0.00000000,0.00011167
0.24824825,0.00000000,0.00011203
0.24924925,0.00000000,0.00011239
0.25025025,0.00000000,0.00011274
0.25125125,0.00000000,0.00011309
0.25225225,0.00000000,0.00011345
0.25325325,0.00000000,0.00011380
0.25425425,0.00000000,0.00011415
0.25525526,0.00000000,0.00011450
0.25625626,0.00000000,0.00011484
0.25725726,0.00000000,0.00011519
0.25825826,0.00000000,0.00011554
0.25925926,0.00000000,0.00011588
0.26026026,0.00000000,0.00011622
0.26126126,0.00000000,0.00011657
0.26226226,0.00000000,0.00011691
0.26326326,0.00000000,0.00011725
0.26426426,0.00000000,0.00011759
0.26526527,0.00000000,0.00011792
0.26626627,0.00000000,0.00011826
0.26726727,0.00000000,0.00011859
0.26826827,0.00000000,0.00011893
0.26926927,0.00000000,0.00011926
0.27027027,0.00000000,0.00011959
0.27127127,0.00000000,0.00011992
0.27227227,0.00000000,0.00012025
0.27327327,0.00000000,0.00012058
0.27427427,0.00000000,0.00012091
0.27527528,0.00000000,0.00012123
0.27627628,0.00000000,0.00012156
0.27727728,0.00000000,0.00012188
0.27827828,0.00000000,0.00012220
0.27927928,0.00000000,0.00012252
0.28028028,0.00000000,0.00012284
0.28128128,0.00000000,0.00012316
0.28228228,0.00000000,0.00012348
0.28328328,0.00000000,0.00012379
0.28428428,0.00000000,0.00012411
0.28528529,0.00000000,0.00012442
0.28628629,0.00000000,0.00012474
0.28728729,0.00000000,0.00012505
0.28828829,0.00000000,0.00012536
0.28928929,0.00000000,0.00012566
0.29029029,0.00000000,0.00012597
0.29129129,0.00000000,0.00012628
0.29229229,0.00000000,0.00012658
0.29329329,0.00000000,0.00012689
0.29429429,0.00000000,0.00012719
0.29529530,0.00000000,0.00012749
0.29629630,0.00000000,0.00012779
0.29729730,0.00000000,0.00012809
0.29829830,0.00000000,0.00012839
0.29929930,0.00000000,0.00012868
0.30030030,0.00000000,0.00012898
0.30130130,0.00000000,0.00012927
0.30230230,0.00000000,0.00012956
0.30330330,0.00000000,0.00012985
0.30430430,0.00000000,0.00013014
0.30530531,0.00000000,0.00013043
0.30630631,0.00000000,0.00013072
0.30730731,0.00000000,0.00013100
0.30830831,0.00000000,0.00013129
0.30930931,0.00000000,0.00013157
0.31031031,0.00000000,0.00013185
0.31131131,0.00000000,0.00013213
0.31231231,0.00000000,0.00013241
0.31331331,0.00000000,0.00013269
0.31431431,0.00000000,0.00013297
0.31531532,0.00000000,0.00013324
0.31631632,0.00000000,0.00013352
0.31731732,0.00000000,0.00013379
0.31831832,0.00000000,0.00013406
0.31931932,0.00000000,0.00013433
0.32032032,0.00000000,0.00013460
0.32132132,0.00000000,0.00013487
0.32232232,0.00000000,0.00013513
0.32332332,0.00000000,0.00013540
0.32432432,0.00000000,0.00013566
0.32532533,0.00000000,0.00013592
0.32632633,0.00000000,0.00013618
0.32732733,0.00000000,0.00013644
0.32832833,0.00000000,0.00013670
0.32932933,0.00000000,0.00013696
0.33033033,0.00000000,0.00013721
0.33133133,0.00000000,0.00013747
0.33233233,0.00000000,0.00013772
0.33333333,0.00000000,0.00013797
0.33433433,0.00000000,0.00013822
0.33533534,0.00000000,0.00013847
0.33633634,0.00000000,0.00013872
0.33733734,0.00000000,0.00013896
0.33833834,0.00000000,0.00013921
0.33933934,0.00000000,0.00013945
0.34034034,0.00000000,0.00013969
0.34134134,0.00000000,0.00013993
0.34234234,0.00000000,0.00014017
0.34334334,0.00000000,0.00014041
0.34434434,0.00000000,0.00014064
0.34534535,0.00000000,0.00014088
0.34634635,0.00000000,0.00014111
0.34734735,0.00000000,0.00014134
0.34834835,0.00000000,0.00014157
0.34934935,0.00000000,0.00014180
0.35035035,0.00000000,0.00014203
0.35135135,0.00000000,0.00014226
0.35235235,0.00000000,0.00014248
0.35335335,0.00000000,0.00014270
0.35435435,0.00000000,0.00014293
0.35535536,0.00000000,0.00014315
0.35635636,0.00000000,0.00014337
0.35735736,0.00000000,0.00014358
0.35835836,0.00000000,0.00014380
0.35935936,0.00000000,0.00014401
0.36036036,0.00000000,0.00014423
0.36136136,0.00000000,0.00014444
0.36236236,0.00000000,0.00014465
0.36336336,0.00000000,0.00014486
0.36436436,0.00000000,0.00014507
0.36536537,0.00000000,0.00014527
0.36636637,0.00000000,0.00014548
0.36736737,0.00000000,0.00014568
0.36836837,0.00000000,0.00014589
0.36936937,0.00000000,0.00014609
0.37037037,0.00000000,0.00014628
0.37137137,0.00000000,0.00014648
0.37237237,0.00000000,0.00014668
0.37337337,0.00000000,0.00014687
0.37437437,0.00000000,0.00014707
0.37537538,0.00000000,0.00014726
0.37637638,0.00000000,0.00014745
0.37737738,0.00000000,0.00014764
0.37837838,0.00000000,0.00014783
0.37937938,0.00000000,0.00014801
0.38038038,0.00000000,0.00014820
0.38138138,0.00000000,0.00014838
0.38238238,0.00000000,0.00014856
0.38338338,0.00000000,0.00014874
0.38438438,0.00000000,0.00014892
0.38538539,0.00000000,0.00014910
0.38638639,0.00000000,0.00014927
0.38738739,0.00000000,0.00014945
0.38838839,0.00000000,0.00014962
0.38938939,0.00000000,0.00014979
0.39039039,0.00000000,0.00014996
0.39139139,0.00000000,0.00015013
0.39239239,0.00000000,0.00015030
0.39339339,0.00000000,0.00015046
0.39439439,0.00000000,0.00015063
0.39539540,0.00000000,0.00015079
0.39639640,0.00000000,0.00015095
0.39739740,0.00000000,0.00015111
0.39839840,0.00000000,0.00015127
0.39939940,0.00000000,0.00015142
0.40040040,0.00000000,0.00015158
0.40140140,0.00000000,0.00015173
0.40240240,0.00000000,0.00015188
0.40340340,0.00000000,0.00015203
0.40440440,0.00000000,0.00015218
0.40540541,0.00000000,0.00015233
0.40640641,0.00000000,0.00015248
0.40740741,0.00000000,0.00015262
0.40840841,0.00000000,0.00015276
0.40940941,0.00000000,0.00015291
0.41041041,0.00000000,0.00015305
0.41141141,0.00000000,0.00015318
0.41241241,0.00000000,0.00015332
0.41341341,0.00000000,0.00015346
0.41441441,0.00000000,0.00015359
0.41541542,0.00000000,0.00015372
0.41641642,0.00000000,0.00015385
0.41741742,0.00000000,0.00015398
0.41841842,0.00000000,0.00015411
0.41941942,0.00000000,0.00015424
0.42042042,0.00000000,0.00015436
0.42142142,0.00000000,0.00015448
0.42242242,0.00000000,0.00015461
0.42342342,0.00000000,0.00015473
0.42442442,0.00000000,0.00015484
0.42542543,0.00000000,0.00015496
0.42642643,0.00000000,0.00015508
0.42742743,0.00000000,0.00015519
0.42842843,0.00000000,0.00015530
0.42942943,0.00000000,0.00015541
0.43043043,0.00000000,0.00015552
0.43143143,0.00000000,0.00015563
0.43243243,0.00000000,0.00015574
0.43343343,0.00000000,0.00015584
0.43443443,0.00000000,0.00015595
0.43543544,0.00000000,0.00015605
0.43643644,0.00000000,0.00015615
0.43743744,0.00000000,0.00015625
0.43843844,0.00000000,0.00015634
0.43943944,0.00000000,0.00015644
0.44044044,0.00000000,0.00015653
0.44144144,0.00000000,0.00015663
0.44244244,0.00000000,0.00015672
0.44344344,0.00000000,0.00015681
0.44444444,0.00000000,0.00015689
0.44544545,0.00000000,0.00015698
0.44644645,0.00000000,0.00015706
0.44744745,0.00000000,0.00015715
0.44844845,0.00000000,0.00015723
0.44944945,0.00000000,0.00015731
0.45045045,0.00000000,0.00015739
0.45145145,0.00000000,0.00015746
0.45245245,0.00000000,0.00015754
0.45345345,0.00000000,0.00015761
0.45445445,0.00000000,0.00015769
0.45545546,0.00000000,0.00015776
0.45645646,0.00000000,0.00015783
0.45745746,0.00000000,0.00015789
0.45845846,0.00000000,0.00015796
0.45945946,0.00000000,0.00015802
0.46046046,0.00000000,0.00015809
0.46146146,0.00000000,0.00015815
0.46246246,0.00000000,0.00015821
0.46346346,0.00000000,0.00015827
0.46446446,0.00000000,0.00015832
0.46546547,0.00000000,0.00015838
0.46646647,0.00000000,0.00015843
0.46746747,0.00000000,0.00015848
0.46846847,0.00000000,0.00015853
0.46946947,0.00000000,0.00015858
0.47047047,0.00000000,0.00015863
0.47147147,0.00000000,0.00015867
0.47247247,0.00000000,0.00015872
0.47347347,0.00000000,0.00015876
0.47447447,0.00000000,0.00015880
0.47547548,0.00000000,0.00015884
0.47647648,0.00000000,0.00015888
0.47747748,0.00000000,0.00015892
0.47847848,0.00000000,0.00015895
0.47947948,0.00000000,0.00015898
0.48048048,0.00000000,0.00015901
0.48148148,0.00000000,0.00015904
0.48248248,0.00000000,0.00015907
0.48348348,0.00000000,0.00015910
0.48448448,0.00000000,0.00015912
0.48548549,0.00000000,0.00015915
0.48648649,0.00000000,0.00015917
0.48748749,0.00000000,0.00015919
0.48848849,0.00000000,0.00015921
0.48948949,0.00000000,0.00015923
0.49049049,0.00000000,0.00015924
0.49149149,0.00000000,0.00015926
0.49249249,0.00000000,0.00015927
0.49349349,0.00000000,0.00015928
0.49449449,0.00000000,0.00015929
0.49549550,0.00000000,0.00015930
0.49649650,0.00000000,0.00015930
0.49749750,0.00000000,0.00015931
0.49849850,0.00000000,0.00015931
0.49949950,0.00000000,0.00015931
0.50050050,0.00000000,0.00015931
0.50150150,0.00000000,0.00015931
0.50250250,0.00000000,0.00015931
0.50350350,0.00000000,0.00015930
0.50450450,0.00000000,0.00015930
0.50550551,0.00000000,0.00015929
0.50650651,0.00000000,0.00015928
0.50750751,0.00000000,0.00015927
0.50850851,0.00000000,0.00015926
0.50950951,0.00000000,0.00015924
0.51051051,0.00000000,0.00015923
0.51151151,0.00000000,0.00015921
0.51251251,0.00000000,0.00015919
0.51351351,0.00000000,0.00015917
0.51451451,0.00000000,0.00015915
0.51551552,0.00000000,0.00015912
0.51651652,0.00000000,0.00015910
0.51751752,0.00000000,0.00015907
0.51851852,0.00000000,0.00015904
0.51951952,0.00000000,0.00015901
0.52052052,0.00000000,0.00015898
0.52152152,0.00000000,0.00015895
0.52252252,0.00000000,0.00015892
0.52352352,0.00000000,0.00015888
0.52452452,0.00000000,0.00015884
0.52552553,0.00000000,0.00015880
0.52652653,0.00000000,0.00015876
0.52752753,0.00000000,0.00015872
0.52852853,0.00000000,0.00015867
0.52952953,0.00000000,0.00015863
0.53053053,0.00000000,0.00015858
0.53153153,0.00000000,0.00015853
0.53253253,0.00000000,0.00015848
0.53353353,0.00000000,0.00015843
0.53453453,0.00000000,0.00015838
0.53553554,0.00000000,0.00015832
0.53653654,0.00000000,0.00015827
0.53753754,0.00000000,0.00015821
0.53853854,0.00000000,0.00015815
0.53953954,0.00000000,0.00015809
0.54054054,0.00000000,0.00015802
0.54154154,0.00000000,0.00015796
0.54254254,0.00000000,0.00015789
0.54354354,0.00000000,0.00015783
0.54454454,0.00000000,0.00015776
0.54554555,0.00000000,0.00015769
0.54654655,0.00000000,0.00015761
0.54754755,0.00000000,0.00015754
0.54854855,0.00000000,0.00015746
0.54954955,0.00000000,0.00015739
0.55055055,0.00000000,0.00015731
0.55155155,0.00000000,0.00015723
0.55255255,0.00000000,0.00015715
0.55355355,0.00000000,0.00015706
0.55455455,0.00000000,0.00015698
0.55555556,0.00000000,0.00015689
0.55655656,0.00000000,0.00015681
0.55755756,0.00000000,0.00015672
0.55855856,0.00000000,0.00015663
0.55955956,0.00000000,0.00015653
0.56056056,0.00000000,0.00015644
0.56156156,0.00000000,0.00015634
0.56256256,0.00000000,0.00015625
0.56356356,0.00000000,0.00015615
0.56456456,0.00000000,0.00015605
0.56556557,0.00000000,0.00015595
0.56656657,0.00000000,0.00015584
0.56756757,0.00000000,0.00015574
0.56856857,0.00000000,0.00015563
0.56956957,0.00000000,0.00015552
0.57057057,0.00000000,0.00015541
0.57157157,0.00000000,0.00015530
0.57257257,0.00000000,0.00015519
0.57357357,0.00000000,0.00015508
0.57457457,0.00000000,0.00015496
0.57557558,0.00000000,0.00015484
0.57657658,0.00000000,0.00015473
0.57757758,0.00000000,0.00015461
0.57857858,0.00000000,0.00015448
0.57957958,0.00000000,0.00015436
0.58058058,0.00000000,0.00015424
0.58158158,0.00000000,0.00015411
0.58258258,0.00000000,0.00015398
0.58358358,0.00000000,0.00015385
0.58458458,0.00000000,0.00015372
0.58558559,0.00000000,0.00015359
0.58658659,0.00000000,0.00015346
0.58758759,0.00000000,0.00015332
0.58858859,0.00000000,0.00015318
0.58958959,0.00000000,0.00015305
0.59059059,0.00000000,0.00015291
0.59159159,0.00000000,0.00015276
0.59259259,0.00000000,0.00015262
0.59359359,0.00000000,0.00015248
0.59459459,0.00000000,0.00015233
0.59559560,0.00000000,0.00015218
0.59659660,0.00000000,0.00015203
0.59759760,0.00000000,0.00015188
0.59859860,0.00000000,0.00015173
0.59959960,0.00000000,0.00015158
0.60060060,0.00000000,0.00015142
0.60160160,0.00000000,0.00015127
0.60260260,0.00000000,0.00015111
0.60360360,0.00000000,0.00015095
0.60460460,0.00000000,0.00015079
0.60560561,0.00000000,0.00015063
0.60660661,0.00000000,0.00015046
0.60760761,0.00000000,0.00015030
0.60860861,0.00000000,0.00015013
0.60960961,0.00000000,0.00014996
0.61061061,0.00000000,0.00014979
0.61161161,0.00000000,0.00014962
0.61261261,0.00000000,0.00014945
0.61361361,0.00000000,0.00014927
0.61461461,0.00000000,0.00014910
0.61561562,0.00000000,0.00014892
0.61661662,0.00000000,0.00014874
0.61761762,0.00000000,0.00014856
0.61861862,0.00000000,0.00014838
0.61961962,0.00000000,0.00014820
0.62062062,0.00000000,0.00014801
0.62162162,0.00000000,0.00014783
0.62262262,0.00000000,0.00014764
0.62362362,0.00000000,0.00014745
0.62462462,0.00000000,0.00014726
0.62562563,0.00000000,0.00014707
0.62662663,0.00000000,0.00014687
0.62762763,0.00000000,0.00014668
0.62862863,0.00000000,0.00014648
0.62962963,0.00000000,0.00014628
0.63063063,0.00000000,0.00014609
0.63163163,0.00000000,0.00014589
0.63263263,0.00000000,0.00014568
0.63363363,0.00000000,0.00014548
0.63463463,0.00000000,0.00014527
0.63563564,0.00000000,0.00014507
0.63663664,0.00000000,0.00014486
0.63763764,0.00000000,0.00014465
0.63863864,0.00000000,0.00014444
0.63963964,0.00000000,0.00014423
0.64064064,0.00000000,0.00014401
0.64164164,0.00000000,0.00014380
0.64264264,0.00000000,0.00014358
0.64364364,0.00000000,0.00014337
0.64464464,0.00000000,0.00014315
0.64564565,0.00000000,0.00014293
0.64664665,0.00000000,0.00014270
0.64764765,0.00000000,0.00014248
0.64864865,0.00000000,0.00014226
0.64964965,0.00000000,0.00014203
0.65065065,0.00000000,0.00014180
0.65165165,0.00000000,0.00014157
0.65265265,0.00000000,0.00014134
0.65365365,0.00000000,0.00014111
0.65465465,0.00000000,0.00014088
0.65565566,0.00000000,0.00014064
0.65665666,0.00000000,0.00014041
0.65765766,0.00000000,0.00014017
0.65865866,0.00000000,0.00013993
0.65965966,0.00000000,0.00013969
0.66066066,0.00000000,0.00013945
0.66166166,0.00000000,0.00013921
0.66266266,0.00000000,0.00013896
0.66366366,0.00000000,0.00013872
0.66466466,0.00000000,0.00013847
0.66566567,0.00000000,0.00013822
0.66666667,0.00000000,0.00013797
0.66766767,0.00000000,0.00013772
0.66866867,0.00000000,0.00013747
0.66966967,0.00000000,0.00013721
0.67067067,0.00000000,0.00013696
0.67167167,0.00000000,0.00013670
0.67267267,0.00000000,0.00013644
0.67367367,0.00000000,0.00013618
0.67467467,0.00000000,0.00013592
0.67567568,0.00000000,0.00013566
0.67667668,0.00000000,0.00013540
0.67767768,0.00000000,0.00013513
0.67867868,0.00000000,0.00013487
0.67967968,0.00000000,0.00013460
0.68068068,0.00000000,0.00013433
0.68168168,0.00000000,0.00013406
0.68268268,0.00000000,0.00013379
0.68368368,0.00000000,0.00013352
0.68468468,0.00000000,0.00013324
0.68568569,0.00000000,0.00013297
0.68668669,0.00000000,0.00013269
0.68768769,0.00000000,0.00013241
0.68868869,0.00000000,0.00013213
0.68968969,0.00000000,0.00013185
0.69069069,0.00000000,0.00013157
0.69169169,0.00000000,0.00013129
0.69269269,0.00000000,0.00013100
0.69369369,0.00000000,0.00013072
0.69469469,0.00000000,0.00013043
0.69569570,0.00000000,0.00013014
0.69669670,0.00000000,0.00012985
0.69769770,0.00000000,0.00012956
0.69869870,0.00000000,0.00012927
0.69969970,0.00000000,0.00012898
0.70070070,0.00000000,0.00012868
0.70170170,0.00000000,0.00012839
0.70270270,0.00000000,0.00012809
0.70370370,0.00000000,0.00012779
0.70470470,0.00000000,0.00012749
0.70570571,0.00000000,0.00012719
0.70670671,0.00000000,0.00012689
0.70770771,0.00000000,0.00012658
0.70870871,0.00000000,0.00012628
0.70970971,0.00000000,0.00012597
0.71071071,0.00000000,0.00012566
0.71171171,0.00000000,0.00012536
0.71271271,0.00000000,0.00012505
0.71371371,0.00000000,0.00012474
0.71471471,0.00000000,0.00012442
0.71571572,0.00000000,0.00012411
0.71671672,0.00000000,0.00012379
0.71771772,0.00000000,0.00012348
0.71871872,0.00000000,0.00012316
0.71971972,0.00000000,0.00012284
0.72072072,0.00000000,0.00012252
0.72172172,0.00000000,0.00012220
0.72272272,0.00000000,0.00012188
0.72372372,0.00000000,0.00012156
0.72472472,0.00000000,0.00012123
0.72572573,0.00000000,0.00012091
0.72672673,0.00000000,0.00012058
0.72772773,0.00000000,0.00012025
0.72872873,0.00000000,0.00011992
0.72972973,0.00000000,0.00011959
0.73073073,0.00000000,0.00011926
0.73173173,0.00000000,0.00011893
0.73273273,0.00000000,0.00011859
0.73373373,0.00000000,0.00011826
0.73473473,0.00000000,0.00011792
0.73573574,0.00000000,0.00011759
0.73673674,0.00000000,0.00011725
0.73773774,0.00000000,0.00011691
0.73873874,0.00000000,0.00011657
0.73973974,0.00000000,0.00011622
0.74074074,0.00000000,0.00011588
0.74174174,0.00000000,0.00011554
0.74274274,0.00000000,0.00011519
0.74374374,0.00000000,0.00011484
0.74474474,0.00000000,0.00011450
0.74574575,0.00000000,0.00011415
0.74674675,0.00000000,0.00011380
0.74774775,0.00000000,0.00011345
0.74874875,0.00000000,0.00011309
0.74974975,0.00000000,0.00011274
0.75075075,0.00000000,0.00011239
0.75175175,0.00000000,0.00011203
0.75275275,0.00000000,0.00011167
0.75375375,0.00000000,0.00011132
0.75475475,0.00000000,0.00011096
0.75575576,0.00000000,0.00011060
0.75675676,0.00000000,0.00011024
0.75775776,0.00000000,0.00010987
0.75875876,0.00000000,0.00010951
0.75975976,0.00000000,0.00010915
0.76076076,0.00000000,0.00010878
0.76176176,0.00000000,0.00010841
0.76276276,0.00000000,0.00010805
0.76376376,0.00000000,0.00010768
0.76476476,0.00000000,0.00010731
0.76576577,0.00000000,0.00010694
0.76676677,0.00000000,0.00010656
0.76776777,0.00000000,0.00010619
0.76876877,0.00000000,0.00010582
0.76976977,0.00000000,0.00010544
0.77077077,0.00000000,0.00010507
0.77177177,0.00000000,0.00010469
0.77277277,0.00000000,0.00010431
0.77377377,0.00000000,0.00010393
0.77477477,0.00000000,0.00010355
0.77577578,0.00000000,0.00010317
